,label,confidence,filename,offset (s)
0,hn,90.48166871070862,tree3_20180517_000000.wav,4140
1,hn,91.29684567451477,tree3_20180517_000000.wav,7416
2,hn,75.88590979576111,tree3_20180517_000000.wav,7416
3,hn,58.62245559692383,tree3_20180517_000000.wav,20268
4,hn,63.87176513671875,tree3_20180517_000000.wav,28104
5,gunshot,90.29770493507385,tree3_20180517_000000.wav,28848
6,gunshot,86.26704812049866,tree3_20180517_000000.wav,28848
7,gunshot,81.86814785003662,tree3_20180517_000000.wav,28848
8,gunshot,83.36873054504395,tree3_20180517_000000.wav,28860
9,gunshot,74.29784536361694,tree3_20180517_000000.wav,28860
10,gunshot,66.62400364875793,tree3_20180517_000000.wav,28860
11,gunshot,89.70858454704285,tree3_20180517_000000.wav,28872
12,gunshot,76.85007452964783,tree3_20180517_000000.wav,28932
13,gunshot,73.29094409942627,tree3_20180517_000000.wav,28956
14,gunshot,68.20105314254761,tree3_20180517_000000.wav,29040
15,gunshot,85.70528030395508,tree3_20180517_000000.wav,29580
16,gunshot,70.52322626113892,tree3_20180517_000000.wav,29580
17,gunshot,57.12695121765137,tree3_20180517_000000.wav,29580
18,gunshot,72.39542007446289,tree3_20180517_000000.wav,29592
19,gunshot,67.76134967803955,tree3_20180517_000000.wav,29592
20,gunshot,52.34001278877258,tree3_20180517_000000.wav,29592
21,gunshot,82.71114230155945,tree3_20180517_000000.wav,29604
22,gunshot,68.23585033416748,tree3_20180517_000000.wav,29604
23,gunshot,51.71775817871094,tree3_20180517_000000.wav,29604
24,gunshot,90.30447602272034,tree3_20180517_000000.wav,29628
25,gunshot,94.52509880065918,tree3_20180517_000000.wav,29640
26,gunshot,70.23928761482239,tree3_20180517_000000.wav,29640
27,gunshot,87.25953102111816,tree3_20180517_000000.wav,29664
28,gunshot,79.55570220947266,tree3_20180517_000000.wav,30144
29,gunshot,78.69420051574707,tree3_20180517_000000.wav,30144
30,gunshot,93.25713515281677,tree3_20180517_000000.wav,30156
31,gunshot,90.39515256881714,tree3_20180517_000000.wav,30156
32,gunshot,85.68950891494751,tree3_20180517_000000.wav,30156
33,gunshot,76.76860690116882,tree3_20180517_000000.wav,30204
34,gunshot,92.22895503044128,tree3_20180517_000000.wav,30276
35,gunshot,90.64048528671265,tree3_20180517_000000.wav,30276
36,gunshot,93.57032775878906,tree3_20180517_000000.wav,30288
37,gunshot,82.80695676803589,tree3_20180517_000000.wav,30288
38,gunshot,81.2056303024292,tree3_20180517_000000.wav,30372
39,gunshot,75.09156465530396,tree3_20180517_000000.wav,30780
40,gunshot,75.50989985466003,tree3_20180517_000000.wav,30816
41,gunshot,83.89389514923096,tree3_20180517_000000.wav,30828
42,gunshot,70.51087617874146,tree3_20180517_000000.wav,30828
43,gunshot,70.45444250106812,tree3_20180517_000000.wav,30828
44,gunshot,75.35372376441956,tree3_20180517_000000.wav,30840
45,gunshot,71.07977867126465,tree3_20180517_000000.wav,30840
46,gunshot,85.72239279747009,tree3_20180517_000000.wav,30864
47,gunshot,75.52881240844727,tree3_20180517_000000.wav,31224
48,gunshot,61.565208435058594,tree3_20180517_000000.wav,31224
49,gunshot,92.03197360038757,tree3_20180517_000000.wav,31236
50,gunshot,59.87926125526428,tree3_20180517_000000.wav,31236
51,gunshot,68.15279126167297,tree3_20180517_000000.wav,31248
52,gunshot,94.00743246078491,tree3_20180517_000000.wav,31260
53,gunshot,68.31972002983093,tree3_20180517_000000.wav,31272
54,gunshot,92.43373274803162,tree3_20180517_000000.wav,31320
55,gunshot,95.32790184020996,tree3_20180517_000000.wav,31728
56,gunshot,91.50461554527283,tree3_20180517_000000.wav,31728
57,gunshot,84.38265323638916,tree3_20180517_000000.wav,31740
58,gunshot,81.52940273284912,tree3_20180517_000000.wav,31740
59,gunshot,93.26846599578857,tree3_20180517_000000.wav,31752
60,gunshot,82.24164843559265,tree3_20180517_000000.wav,31752
61,gunshot,65.33483266830444,tree3_20180517_000000.wav,31752
62,gunshot,89.59572911262512,tree3_20180517_000000.wav,31764
63,gunshot,86.71432733535767,tree3_20180517_000000.wav,31764
64,gunshot,81.30653500556946,tree3_20180517_000000.wav,31788
65,gunshot,63.58988285064697,tree3_20180517_000000.wav,32184
66,gunshot,61.35441064834595,tree3_20180517_000000.wav,32184
67,gunshot,73.63284230232239,tree3_20180517_000000.wav,32256
68,gunshot,78.94313931465149,tree3_20180517_000000.wav,32292
69,gunshot,82.84631967544556,tree3_20180517_000000.wav,32592
70,gunshot,77.76544690132141,tree3_20180517_000000.wav,32592
71,gunshot,81.53481483459473,tree3_20180517_000000.wav,32604
72,gunshot,77.59936451911926,tree3_20180517_000000.wav,32604
73,gunshot,66.86616539955139,tree3_20180517_000000.wav,32616
74,gunshot,72.35991954803467,tree3_20180517_000000.wav,32676
75,gunshot,94.28207874298096,tree3_20180517_000000.wav,32724
76,gunshot,75.87668895721436,tree3_20180517_000000.wav,32736
77,gunshot,90.94909429550171,tree3_20180517_000000.wav,32772
78,gunshot,76.16252303123474,tree3_20180517_000000.wav,32784
79,gunshot,58.33342671394348,tree3_20180517_000000.wav,32784
80,gunshot,92.57830381393433,tree3_20180517_000000.wav,33132
81,gunshot,91.76208972930908,tree3_20180517_000000.wav,33144
82,gunshot,84.65532064437866,tree3_20180517_000000.wav,33144
83,gunshot,75.57141780853271,tree3_20180517_000000.wav,33204
84,gunshot,87.29850053787231,tree3_20180517_000000.wav,33216
85,gunshot,80.67323565483093,tree3_20180517_000000.wav,33216
86,gunshot,75.8110761642456,tree3_20180517_000000.wav,33216
87,gunshot,59.95371341705322,tree3_20180517_000000.wav,33216
88,gunshot,91.8996274471283,tree3_20180517_000000.wav,33228
89,shotgun,85.90419888496399,tree3_20180517_000000.wav,33288
90,gunshot,88.8073742389679,tree3_20180517_000000.wav,33300
91,gunshot,87.54469752311707,tree3_20180517_000000.wav,33300
92,gunshot,77.52559185028076,tree3_20180517_000000.wav,33780
93,gunshot,79.14179563522339,tree3_20180517_000000.wav,33840
94,gunshot,75.60510039329529,tree3_20180517_000000.wav,33840
95,gunshot,70.72280645370483,tree3_20180517_000000.wav,33840
96,gunshot,52.14130878448486,tree3_20180517_000000.wav,33852
97,hn,58.01404118537903,tree3_20180517_000000.wav,33852
98,gunshot,87.3217225074768,tree3_20180517_000000.wav,33960
99,gunshot,69.31609511375427,tree3_20180517_000000.wav,33972
100,gunshot,50.10571479797363,tree3_20180517_000000.wav,33972
101,gunshot,85.39320230484009,tree3_20180517_000000.wav,34512
102,gunshot,62.22488284111023,tree3_20180517_000000.wav,34512
103,gunshot,64.4579529762268,tree3_20180517_000000.wav,34572
104,gunshot,69.04981732368469,tree3_20180517_000000.wav,34584
105,gunshot,68.95647644996643,tree3_20180517_000000.wav,34668
106,gunshot,55.78041672706604,tree3_20180517_000000.wav,34668
107,gunshot,74.00546073913574,tree3_20180517_000000.wav,34680
108,gunshot,56.521594524383545,tree3_20180517_000000.wav,34680
109,gunshot,90.93583822250366,tree3_20180517_000000.wav,35124
110,gunshot,73.94171953201294,tree3_20180517_000000.wav,35124
111,gunshot,73.39708209037781,tree3_20180517_000000.wav,35124
112,gunshot,64.23161029815674,tree3_20180517_000000.wav,35124
113,gunshot,50.08708834648132,tree3_20180517_000000.wav,35124
114,gunshot,71.7802882194519,tree3_20180517_000000.wav,35136
115,gunshot,95.4824686050415,tree3_20180517_000000.wav,35208
116,gunshot,87.19573020935059,tree3_20180517_000000.wav,35208
117,gunshot,87.87641525268555,tree3_20180517_000000.wav,35220
118,gunshot,86.9141161441803,tree3_20180517_000000.wav,35220
119,gunshot,94.82123255729675,tree3_20180517_000000.wav,35268
120,gunshot,92.2135591506958,tree3_20180517_000000.wav,35280
121,gunshot,86.21872067451477,tree3_20180517_000000.wav,35340
122,gunshot,83.96193385124207,tree3_20180517_000000.wav,35352
123,gunshot,71.91144227981567,tree3_20180517_000000.wav,35412
124,gunshot,84.92704033851624,tree3_20180517_000000.wav,35904
125,gunshot,64.52415585517883,tree3_20180517_000000.wav,35904
126,gunshot,52.934908866882324,tree3_20180517_000000.wav,35904
127,gunshot,62.75630593299866,tree3_20180517_000000.wav,36000
128,gunshot,67.20298528671265,tree3_20180517_000000.wav,36012
129,gunshot,53.962600231170654,tree3_20180517_000000.wav,36012
130,gunshot,92.10805892944336,tree3_20180517_000000.wav,36132
131,gunshot,58.54164361953735,tree3_20180517_000000.wav,36144
132,gunshot,80.17244935035706,tree3_20180517_000000.wav,36240
133,gunshot,69.7905957698822,tree3_20180517_000000.wav,36624
134,gunshot,59.891462326049805,tree3_20180517_000000.wav,36780
135,gunshot,82.00006484985352,tree3_20180517_000000.wav,36792
136,gunshot,62.885481119155884,tree3_20180517_000000.wav,36792
